id;id_ccaa;destino;metrica;anio;valor
1;1;Andalucía;Gasto total;2025;20032.82
2;1;Andalucía;Gasto total;2024;18460.33
3;1;Andalucía;Gasto total;2023;15314.99
4;1;Andalucía;Gasto total;2022;11989.59
5;1;Andalucía;Gasto total;2021;4768.27
6;1;Andalucía;Gasto total;2020;2875.13
7;1;Andalucía;Gasto total;2019;12412.97
8;1;Andalucía;Gasto total;2018;12641.38
9;1;Andalucía;Gasto total;2017;12672.87
10;1;Andalucía;Gasto total;2016;11318.92
11;1;Andalucía;Gasto medio por persona;2025;1388.00
12;1;Andalucía;Gasto medio por persona;2024;1360.00
13;1;Andalucía;Gasto medio por persona;2023;1256.00
14;1;Andalucía;Gasto medio por persona;2022;1198.00
15;1;Andalucía;Gasto medio por persona;2021;1122.00
16;1;Andalucía;Gasto medio por persona;2020;1065.00
17;1;Andalucía;Gasto medio por persona;2019;1032.00
18;1;Andalucía;Gasto medio por persona;2018;1082.00
19;1;Andalucía;Gasto medio por persona;2017;1100.00
20;1;Andalucía;Gasto medio por persona;2016;1069.00
21;1;Andalucía;Gasto medio diario por persona;2025;178.00
22;1;Andalucía;Gasto medio diario por persona;2024;167.00
23;1;Andalucía;Gasto medio diario por persona;2023;154.00
24;1;Andalucía;Gasto medio diario por persona;2022;137.00
25;1;Andalucía;Gasto medio diario por persona;2021;114.00
26;1;Andalucía;Gasto medio diario por persona;2020;113.00
27;1;Andalucía;Gasto medio diario por persona;2019;124.00
28;1;Andalucía;Gasto medio diario por persona;2018;121.00
29;1;Andalucía;Gasto medio diario por persona;2017;115.00
30;1;Andalucía;Gasto medio diario por persona;2016;110.00
31;1;Andalucía;Duración media de los viajes;2025;7.82
32;1;Andalucía;Duración media de los viajes;2024;8.17
33;1;Andalucía;Duración media de los viajes;2023;8.18
34;1;Andalucía;Duración media de los viajes;2022;8.76
35;1;Andalucía;Duración media de los viajes;2021;9.84
36;1;Andalucía;Duración media de los viajes;2020;9.45
37;1;Andalucía;Duración media de los viajes;2019;8.31
38;1;Andalucía;Duración media de los viajes;2018;8.98
39;1;Andalucía;Duración media de los viajes;2017;9.56
40;1;Andalucía;Duración media de los viajes;2016;9.68
41;2;Aragón;Gasto total;2025;670.76
42;2;Aragón;Gasto total;2024;480.59
43;2;Aragón;Gasto total;2023;389.77
44;2;Aragón;Gasto total;2022;296.42
45;2;Aragón;Gasto total;2021;142.64
46;2;Aragón;Gasto total;2020;95.62
47;2;Aragón;Gasto total;2019;366.31
48;2;Aragón;Gasto total;2018;361.18
49;2;Aragón;Gasto total;2017;415.78
50;2;Aragón;Gasto total;2016;439.20
51;2;Aragón;Gasto medio por persona;2025;979.00
52;2;Aragón;Gasto medio por persona;2024;960.00
53;2;Aragón;Gasto medio por persona;2023;913.00
54;2;Aragón;Gasto medio por persona;2022;770.00
55;2;Aragón;Gasto medio por persona;2021;661.00
56;2;Aragón;Gasto medio por persona;2020;556.00
57;2;Aragón;Gasto medio por persona;2019;672.00
58;2;Aragón;Gasto medio por persona;2018;662.00
59;2;Aragón;Gasto medio por persona;2017;714.00
60;2;Aragón;Gasto medio por persona;2016;742.00
61;2;Aragón;Gasto medio diario por persona;2025;150.00
62;2;Aragón;Gasto medio diario por persona;2024;154.00
63;2;Aragón;Gasto medio diario por persona;2023;124.00
64;2;Aragón;Gasto medio diario por persona;2022;134.00
65;2;Aragón;Gasto medio diario por persona;2021;105.00
66;2;Aragón;Gasto medio diario por persona;2020;97.00
67;2;Aragón;Gasto medio diario por persona;2019;110.00
68;2;Aragón;Gasto medio diario por persona;2018;96.00
69;2;Aragón;Gasto medio diario por persona;2017;95.00
70;2;Aragón;Gasto medio diario por persona;2016;94.00
71;2;Aragón;Duración media de los viajes;2025;6.53
72;2;Aragón;Duración media de los viajes;2024;6.22
73;2;Aragón;Duración media de los viajes;2023;7.36
74;2;Aragón;Duración media de los viajes;2022;5.74
75;2;Aragón;Duración media de los viajes;2021;6.29
76;2;Aragón;Duración media de los viajes;2020;5.74
77;2;Aragón;Duración media de los viajes;2019;6.10
78;2;Aragón;Duración media de los viajes;2018;6.93
79;2;Aragón;Duración media de los viajes;2017;7.48
80;2;Aragón;Duración media de los viajes;2016;7.85
81;3;Asturias, Principado de;Gasto total;2025;501.25
82;3;Asturias, Principado de;Gasto total;2024;434.73
83;3;Asturias, Principado de;Gasto total;2023;453.08
84;3;Asturias, Principado de;Gasto total;2022;345.99
85;3;Asturias, Principado de;Gasto total;2021;182.16
86;3;Asturias, Principado de;Gasto total;2020;109.91
87;3;Asturias, Principado de;Gasto total;2019;302.57
88;3;Asturias, Principado de;Gasto total;2018;319.99
89;3;Asturias, Principado de;Gasto total;2017;310.46
90;3;Asturias, Principado de;Gasto total;2016;315.26
91;3;Asturias, Principado de;Gasto medio por persona;2025;1351.00
92;3;Asturias, Principado de;Gasto medio por persona;2024;1310.00
93;3;Asturias, Principado de;Gasto medio por persona;2023;1206.00
94;3;Asturias, Principado de;Gasto medio por persona;2022;1278.00
95;3;Asturias, Principado de;Gasto medio por persona;2021;1128.00
96;3;Asturias, Principado de;Gasto medio por persona;2020;1192.00
97;3;Asturias, Principado de;Gasto medio por persona;2019;952.00
98;3;Asturias, Principado de;Gasto medio por persona;2018;1069.00
99;3;Asturias, Principado de;Gasto medio por persona;2017;1115.00
100;3;Asturias, Principado de;Gasto medio por persona;2016;997.00
101;3;Asturias, Principado de;Gasto medio diario por persona;2025;142.00
102;3;Asturias, Principado de;Gasto medio diario por persona;2024;132.00
103;3;Asturias, Principado de;Gasto medio diario por persona;2023;127.00
104;3;Asturias, Principado de;Gasto medio diario por persona;2022;112.00
105;3;Asturias, Principado de;Gasto medio diario por persona;2021;87.00
106;3;Asturias, Principado de;Gasto medio diario por persona;2020;112.00
107;3;Asturias, Principado de;Gasto medio diario por persona;2019;102.00
108;3;Asturias, Principado de;Gasto medio diario por persona;2018;101.00
109;3;Asturias, Principado de;Gasto medio diario por persona;2017;100.00
110;3;Asturias, Principado de;Gasto medio diario por persona;2016;85.00
111;3;Asturias, Principado de;Duración media de los viajes;2025;9.50
112;3;Asturias, Principado de;Duración media de los viajes;2024;9.90
113;3;Asturias, Principado de;Duración media de los viajes;2023;9.47
114;3;Asturias, Principado de;Duración media de los viajes;2022;11.37
115;3;Asturias, Principado de;Duración media de los viajes;2021;13.02
116;3;Asturias, Principado de;Duración media de los viajes;2020;10.67
117;3;Asturias, Principado de;Duración media de los viajes;2019;9.33
118;3;Asturias, Principado de;Duración media de los viajes;2018;10.56
119;3;Asturias, Principado de;Duración media de los viajes;2017;11.10
120;3;Asturias, Principado de;Duración media de los viajes;2016;11.76
121;4;Balears, Illes;Gasto total;2025;21059.73
122;4;Balears, Illes;Gasto total;2024;20024.71
123;4;Balears, Illes;Gasto total;2023;17692.25
124;4;Balears, Illes;Gasto total;2022;15221.57
125;4;Balears, Illes;Gasto total;2021;7278.84
126;4;Balears, Illes;Gasto total;2020;1838.85
127;4;Balears, Illes;Gasto total;2019;14843.39
128;4;Balears, Illes;Gasto total;2018;14757.20
129;4;Balears, Illes;Gasto total;2017;14599.89
130;4;Balears, Illes;Gasto total;2016;13005.65
131;4;Balears, Illes;Gasto medio por persona;2025;1340.00
132;4;Balears, Illes;Gasto medio por persona;2024;1308.00
133;4;Balears, Illes;Gasto medio por persona;2023;1227.00
134;4;Balears, Illes;Gasto medio por persona;2022;1153.00
135;4;Balears, Illes;Gasto medio por persona;2021;1151.00
136;4;Balears, Illes;Gasto medio por persona;2020;1068.00
137;4;Balears, Illes;Gasto medio por persona;2019;1085.00
138;4;Balears, Illes;Gasto medio por persona;2018;1065.00
139;4;Balears, Illes;Gasto medio por persona;2017;1059.00
140;4;Balears, Illes;Gasto medio por persona;2016;1001.00
141;4;Balears, Illes;Gasto medio diario por persona;2025;214.00
142;4;Balears, Illes;Gasto medio diario por persona;2024;203.00
143;4;Balears, Illes;Gasto medio diario por persona;2023;189.00
144;4;Balears, Illes;Gasto medio diario por persona;2022;173.00
145;4;Balears, Illes;Gasto medio diario por persona;2021;159.00
146;4;Balears, Illes;Gasto medio diario por persona;2020;140.00
147;4;Balears, Illes;Gasto medio diario por persona;2019;162.00
148;4;Balears, Illes;Gasto medio diario por persona;2018;156.00
149;4;Balears, Illes;Gasto medio diario por persona;2017;144.00
150;4;Balears, Illes;Gasto medio diario por persona;2016;137.00
151;4;Balears, Illes;Duración media de los viajes;2025;6.27
152;4;Balears, Illes;Duración media de los viajes;2024;6.45
153;4;Balears, Illes;Duración media de los viajes;2023;6.49
154;4;Balears, Illes;Duración media de los viajes;2022;6.66
155;4;Balears, Illes;Duración media de los viajes;2021;7.22
156;4;Balears, Illes;Duración media de los viajes;2020;7.65
157;4;Balears, Illes;Duración media de los viajes;2019;6.69
158;4;Balears, Illes;Duración media de los viajes;2018;6.82
159;4;Balears, Illes;Duración media de los viajes;2017;7.34
160;4;Balears, Illes;Duración media de los viajes;2016;7.31
161;5;Canarias;Gasto total;2025;24405.07
162;5;Canarias;Gasto total;2024;22874.94
163;5;Canarias;Gasto total;2023;20332.53
164;5;Canarias;Gasto total;2022;17452.70
165;5;Canarias;Gasto total;2021;7186.85
166;5;Canarias;Gasto total;2020;4823.21
167;5;Canarias;Gasto total;2019;16854.32
168;5;Canarias;Gasto total;2018;17112.27
169;5;Canarias;Gasto total;2017;16783.59
170;5;Canarias;Gasto total;2016;15070.27
171;5;Canarias;Gasto medio por persona;2025;1555.00
172;5;Canarias;Gasto medio por persona;2024;1502.00
173;5;Canarias;Gasto medio por persona;2023;1457.00
174;5;Canarias;Gasto medio por persona;2022;1416.00
175;5;Canarias;Gasto medio por persona;2021;1367.00
176;5;Canarias;Gasto medio por persona;2020;1274.00
177;5;Canarias;Gasto medio por persona;2019;1282.00
178;5;Canarias;Gasto medio por persona;2018;1244.00
179;5;Canarias;Gasto medio por persona;2017;1181.00
180;5;Canarias;Gasto medio por persona;2016;1137.00
181;5;Canarias;Gasto medio diario por persona;2025;191.00
724;19;Melilla;Gasto total;2022;21.77
182;5;Canarias;Gasto medio diario por persona;2024;184.00
183;5;Canarias;Gasto medio diario por persona;2023;172.00
184;5;Canarias;Gasto medio diario por persona;2022;163.00
185;5;Canarias;Gasto medio diario por persona;2021;152.00
186;5;Canarias;Gasto medio diario por persona;2020;150.00
187;5;Canarias;Gasto medio diario por persona;2019;150.00
188;5;Canarias;Gasto medio diario por persona;2018;146.00
189;5;Canarias;Gasto medio diario por persona;2017;138.00
190;5;Canarias;Gasto medio diario por persona;2016;130.00
191;5;Canarias;Duración media de los viajes;2025;8.16
192;5;Canarias;Duración media de los viajes;2024;8.16
193;5;Canarias;Duración media de los viajes;2023;8.46
194;5;Canarias;Duración media de los viajes;2022;8.69
195;5;Canarias;Duración media de los viajes;2021;8.96
196;5;Canarias;Duración media de los viajes;2020;8.48
197;5;Canarias;Duración media de los viajes;2019;8.53
198;5;Canarias;Duración media de los viajes;2018;8.52
199;5;Canarias;Duración media de los viajes;2017;8.57
200;5;Canarias;Duración media de los viajes;2016;8.73
201;6;Cantabria;Gasto total;2025;487.14
202;6;Cantabria;Gasto total;2024;561.07
203;6;Cantabria;Gasto total;2023;507.81
204;6;Cantabria;Gasto total;2022;355.75
205;6;Cantabria;Gasto total;2021;164.73
206;6;Cantabria;Gasto total;2020;84.69
207;6;Cantabria;Gasto total;2019;348.16
208;6;Cantabria;Gasto total;2018;298.06
209;6;Cantabria;Gasto total;2017;325.55
210;6;Cantabria;Gasto total;2016;387.31
211;6;Cantabria;Gasto medio por persona;2025;1131.00
212;6;Cantabria;Gasto medio por persona;2024;1199.00
213;6;Cantabria;Gasto medio por persona;2023;1170.00
214;6;Cantabria;Gasto medio por persona;2022;1099.00
215;6;Cantabria;Gasto medio por persona;2021;1030.00
216;6;Cantabria;Gasto medio por persona;2020;796.00
217;6;Cantabria;Gasto medio por persona;2019;887.00
218;6;Cantabria;Gasto medio por persona;2018;782.00
219;6;Cantabria;Gasto medio por persona;2017;882.00
220;6;Cantabria;Gasto medio por persona;2016;952.00
221;6;Cantabria;Gasto medio diario por persona;2025;132.00
222;6;Cantabria;Gasto medio diario por persona;2024;143.00
223;6;Cantabria;Gasto medio diario por persona;2023;115.00
224;6;Cantabria;Gasto medio diario por persona;2022;126.00
225;6;Cantabria;Gasto medio diario por persona;2021;111.00
226;6;Cantabria;Gasto medio diario por persona;2020;73.00
227;6;Cantabria;Gasto medio diario por persona;2019;117.00
228;6;Cantabria;Gasto medio diario por persona;2018;103.00
229;6;Cantabria;Gasto medio diario por persona;2017;108.00
230;6;Cantabria;Gasto medio diario por persona;2016;92.00
231;6;Cantabria;Duración media de los viajes;2025;8.55
232;6;Cantabria;Duración media de los viajes;2024;8.40
233;6;Cantabria;Duración media de los viajes;2023;10.13
234;6;Cantabria;Duración media de los viajes;2022;8.74
235;6;Cantabria;Duración media de los viajes;2021;9.30
236;6;Cantabria;Duración media de los viajes;2020;10.85
237;6;Cantabria;Duración media de los viajes;2019;7.55
238;6;Cantabria;Duración media de los viajes;2018;7.58
239;6;Cantabria;Duración media de los viajes;2017;8.18
240;6;Cantabria;Duración media de los viajes;2016;10.33
241;7;Castilla y León;Gasto total;2025;1050.76
242;7;Castilla y León;Gasto total;2024;922.60
243;7;Castilla y León;Gasto total;2023;777.80
244;7;Castilla y León;Gasto total;2022;562.86
245;7;Castilla y León;Gasto total;2021;241.56
246;7;Castilla y León;Gasto total;2020;223.93
247;7;Castilla y León;Gasto total;2019;654.55
248;7;Castilla y León;Gasto total;2018;714.63
249;7;Castilla y León;Gasto total;2017;769.37
250;7;Castilla y León;Gasto total;2016;533.76
251;7;Castilla y León;Gasto medio por persona;2025;720.00
252;7;Castilla y León;Gasto medio por persona;2024;688.00
253;7;Castilla y León;Gasto medio por persona;2023;639.00
254;7;Castilla y León;Gasto medio por persona;2022;554.00
255;7;Castilla y León;Gasto medio por persona;2021;484.00
256;7;Castilla y León;Gasto medio por persona;2020;520.00
257;7;Castilla y León;Gasto medio por persona;2019;509.00
258;7;Castilla y León;Gasto medio por persona;2018;520.00
259;7;Castilla y León;Gasto medio por persona;2017;569.00
260;7;Castilla y León;Gasto medio por persona;2016;477.00
261;7;Castilla y León;Gasto medio diario por persona;2025;151.00
262;7;Castilla y León;Gasto medio diario por persona;2024;140.00
263;7;Castilla y León;Gasto medio diario por persona;2023;140.00
264;7;Castilla y León;Gasto medio diario por persona;2022;132.00
265;7;Castilla y León;Gasto medio diario por persona;2021;107.00
266;7;Castilla y León;Gasto medio diario por persona;2020;92.00
267;7;Castilla y León;Gasto medio diario por persona;2019;120.00
268;7;Castilla y León;Gasto medio diario por persona;2018;110.00
269;7;Castilla y León;Gasto medio diario por persona;2017;101.00
270;7;Castilla y León;Gasto medio diario por persona;2016;90.00
271;7;Castilla y León;Duración media de los viajes;2025;4.77
272;7;Castilla y León;Duración media de los viajes;2024;4.92
273;7;Castilla y León;Duración media de los viajes;2023;4.57
274;7;Castilla y León;Duración media de los viajes;2022;4.20
275;7;Castilla y León;Duración media de los viajes;2021;4.51
276;7;Castilla y León;Duración media de los viajes;2020;5.64
277;7;Castilla y León;Duración media de los viajes;2019;4.26
278;7;Castilla y León;Duración media de los viajes;2018;4.74
279;7;Castilla y León;Duración media de los viajes;2017;5.62
280;7;Castilla y León;Duración media de los viajes;2016;5.30
281;8;Castilla - La Mancha;Gasto total;2025;286.19
282;8;Castilla - La Mancha;Gasto total;2024;320.64
283;8;Castilla - La Mancha;Gasto total;2023;236.75
284;8;Castilla - La Mancha;Gasto total;2022;220.20
285;8;Castilla - La Mancha;Gasto total;2021;111.00
286;8;Castilla - La Mancha;Gasto total;2020;69.24
287;8;Castilla - La Mancha;Gasto total;2019;223.89
288;8;Castilla - La Mancha;Gasto total;2018;198.70
289;8;Castilla - La Mancha;Gasto total;2017;220.20
290;8;Castilla - La Mancha;Gasto total;2016;162.42
291;8;Castilla - La Mancha;Gasto medio por persona;2025;1228.00
292;8;Castilla - La Mancha;Gasto medio por persona;2024;1360.00
293;8;Castilla - La Mancha;Gasto medio por persona;2023;1091.00
294;8;Castilla - La Mancha;Gasto medio por persona;2022;1101.00
295;8;Castilla - La Mancha;Gasto medio por persona;2021;1131.00
296;8;Castilla - La Mancha;Gasto medio por persona;2020;722.00
297;8;Castilla - La Mancha;Gasto medio por persona;2019;854.00
298;8;Castilla - La Mancha;Gasto medio por persona;2018;846.00
299;8;Castilla - La Mancha;Gasto medio por persona;2017;994.00
300;8;Castilla - La Mancha;Gasto medio por persona;2016;796.00
301;8;Castilla - La Mancha;Gasto medio diario por persona;2025;154.00
302;8;Castilla - La Mancha;Gasto medio diario por persona;2024;136.00
303;8;Castilla - La Mancha;Gasto medio diario por persona;2023;112.00
304;8;Castilla - La Mancha;Gasto medio diario por persona;2022;122.00
305;8;Castilla - La Mancha;Gasto medio diario por persona;2021;113.00
306;8;Castilla - La Mancha;Gasto medio diario por persona;2020;89.00
307;8;Castilla - La Mancha;Gasto medio diario por persona;2019;111.00
308;8;Castilla - La Mancha;Gasto medio diario por persona;2018;97.00
309;8;Castilla - La Mancha;Gasto medio diario por persona;2017;92.00
310;8;Castilla - La Mancha;Gasto medio diario por persona;2016;98.00
311;8;Castilla - La Mancha;Duración media de los viajes;2025;8.00
312;8;Castilla - La Mancha;Duración media de los viajes;2024;9.98
313;8;Castilla - La Mancha;Duración media de los viajes;2023;9.72
314;8;Castilla - La Mancha;Duración media de los viajes;2022;9.00
315;8;Castilla - La Mancha;Duración media de los viajes;2021;10.02
316;8;Castilla - La Mancha;Duración media de los viajes;2020;8.10
317;8;Castilla - La Mancha;Duración media de los viajes;2019;7.69
318;8;Castilla - La Mancha;Duración media de los viajes;2018;8.70
319;8;Castilla - La Mancha;Duración media de los viajes;2017;10.76
320;8;Castilla - La Mancha;Duración media de los viajes;2016;8.11
321;9;Cataluńa;Gasto total;2025;24813.82
322;9;Cataluńa;Gasto total;2024;23750.49
323;9;Cataluńa;Gasto total;2023;21248.17
324;9;Cataluńa;Gasto total;2022;16478.61
325;9;Cataluńa;Gasto total;2021;5523.36
326;9;Cataluńa;Gasto total;2020;3653.18
327;9;Cataluńa;Gasto total;2019;21318.75
328;9;Cataluńa;Gasto total;2018;20477.77
329;9;Cataluńa;Gasto total;2017;19224.09
330;9;Cataluńa;Gasto total;2016;17466.80
331;9;Cataluńa;Gasto medio por persona;2025;1238.00
332;9;Cataluńa;Gasto medio por persona;2024;1191.00
333;9;Cataluńa;Gasto medio por persona;2023;1169.00
334;9;Cataluńa;Gasto medio por persona;2022;1110.00
335;9;Cataluńa;Gasto medio por persona;2021;954.00
336;9;Cataluńa;Gasto medio por persona;2020;944.00
337;9;Cataluńa;Gasto medio por persona;2019;1100.00
338;9;Cataluńa;Gasto medio por persona;2018;1067.00
339;9;Cataluńa;Gasto medio por persona;2017;1006.00
340;9;Cataluńa;Gasto medio por persona;2016;963.00
341;9;Cataluńa;Gasto medio diario por persona;2025;221.00
342;9;Cataluńa;Gasto medio diario por persona;2024;212.00
343;9;Cataluńa;Gasto medio diario por persona;2023;209.00
344;9;Cataluńa;Gasto medio diario por persona;2022;188.00
345;9;Cataluńa;Gasto medio diario por persona;2021;154.00
346;9;Cataluńa;Gasto medio diario por persona;2020;160.00
347;9;Cataluńa;Gasto medio diario por persona;2019;197.00
348;9;Cataluńa;Gasto medio diario por persona;2018;185.00
349;9;Cataluńa;Gasto medio diario por persona;2017;169.00
350;9;Cataluńa;Gasto medio diario por persona;2016;162.00
351;9;Cataluńa;Duración media de los viajes;2025;5.59
352;9;Cataluńa;Duración media de los viajes;2024;5.63
353;9;Cataluńa;Duración media de los viajes;2023;5.58
354;9;Cataluńa;Duración media de los viajes;2022;5.91
355;9;Cataluńa;Duración media de los viajes;2021;6.19
356;9;Cataluńa;Duración media de los viajes;2020;5.92
357;9;Cataluńa;Duración media de los viajes;2019;5.58
358;9;Cataluńa;Duración media de los viajes;2018;5.76
359;9;Cataluńa;Duración media de los viajes;2017;5.96
360;9;Cataluńa;Duración media de los viajes;2016;5.93
725;19;Melilla;Gasto total;2021;8.96
361;10;Comunitat Valenciana;Gasto total;2025;16032.76
362;10;Comunitat Valenciana;Gasto total;2024;15123.74
363;10;Comunitat Valenciana;Gasto total;2023;12511.93
364;10;Comunitat Valenciana;Gasto total;2022;10103.66
365;10;Comunitat Valenciana;Gasto total;2021;4372.35
